Generation,Individual,WalkingTime,ExposureTime
0,181,6594,S->G->R->N->C->P->K->E->J->X->O->V->I->B->U->Y->H->F->L->Z->M->T->W->D->A->Q,H2V
0,181,6594,S->G->R->N->C->P->K->E->J->X->O->V->I->B->U->Y->H->F->L->Z->M->T->W->D->A->Q,H2V
0,181,6594,S->G->R->N->C->P->K->E->J->X->O->V->I->B->U->Y->H->F->L->Z->M->T->W->D->A->Q,H2V
0,181,6594,S->G->R->N->C->P->K->E->J->X->O->V->I->B->U->Y->H->F->L->Z->M->T->W->D->A->Q,H2V
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,195,6552,L->Y->S->O->A->T->E->V->U->P->H->I->K->Z->D->M->F->W->Q->X->R->C->N->B->G->J,V2H
0,189,6588,T->N->R->L->S->H->A->F->E->W->M->P->J->I->X->Z->O->K->B->Y->D->V->C->U->Q->G,H2V
0,189,6588,T->N->R->L->S->H->A->F->E->W->M->P->J->I->X->Z->O->K->B->Y->D->V->C->U->Q->G,H2V
0,189,6588,T->N->R->L->S->H->A->F->E->W->M->P->J->I->X->Z->O->K->B->Y->D->V->C->U->Q->G,H2V
0,189,6588,T->N->R->L->S->H->A->F->E->W->M->P->J->I->X->Z->O->K->B->Y->D->V->C->U->Q->G,H2V
0,189,6588,T->N->R->L->S->H->A->F->E->W->M->P->J->I->X->Z->O->K->B->Y->D->V->C->U->Q->G,H2V
0,189,6588,T->N->R->L->S->H->A->F->E->W->M->P->J->I->X->Z->O->K->B->Y->D->V->C->U->Q->G,H2V
0,189,6588,T->N->R->L->S->H->A->F->E->W->M->P->J->I->X->Z->O->K->B->Y->D->V->C->U->Q->G,H2V
0,189,6588,T->N->R->L->S->H->A->F->E->W->M->P->J->I->X->Z->O->K->B->Y->D->V->C->U->Q->G,H2V
0,189,6588,T->N->R->L->S->H->A->F->E->W->M->P->J->I->X->Z->O->K->B->Y->D->V->C->U->Q->G,H2V
0,189,6588,T->N->R->L->S->H->A->F->E->W->M->P->J->I->X->Z->O->K->B->Y->D->V->C->U->Q->G,H2V
0,189,6588,T->N->R->L->S->H->A->F->E->W->M->P->J->I->X->Z->O->K->B->Y->D->V->C->U->Q->G,H2V
0,189,6588,T->N->R->L->S->H->A->F->E->W->M->P->J->I->X->Z->O->K->B->Y->D->V->C->U->Q->G,H2V
0,189,6588,T->N->R->L->S->H->A->F->E->W->M->P->J->I->X->Z->O->K->B->Y->D->V->C->U->Q->G,H2V
0,191,6924,E->X->Z->B->R->O->D->S->W->T->G->J->M->A->Q->P->N->L->F->V->K->I->Y->U->C->H,V2H
0,191,6924,E->X->Z->B->R->O->D->S->W->T->G->J->M->A->Q->P->N->L->F->V->K->I->Y->U->C->H,V2H
0,191,6924,E->X->Z->B->R->O->D->S->W->T->G->J->M->A->Q->P->N->L->F->V->K->I->Y->U->C->H,V2H
0,191,6924,E->X->Z->B->R->O->D->S->W->T->G->J->M->A->Q->P->N->L->F->V->K->I->Y->U->C->H,V2H
0,191,6924,E->X->Z->B->R->O->D->S->W->T->G->J->M->A->Q->P->N->L->F->V->K->I->Y->U->C->H,V2H
0,191,6924,E->X->Z->B->R->O->D->S->W->T->G->J->M->A->Q->P->N->L->F->V->K->I->Y->U->C->H,V2H
0,191,6924,E->X->Z->B->R->O->D->S->W->T->G->J->M->A->Q->P->N->L->F->V->K->I->Y->U->C->H,V2H
0,191,6924,E->X->Z->B->R->O->D->S->W->T->G->J->M->A->Q->P->N->L->F->V->K->I->Y->U->C->H,V2H
0,191,6924,E->X->Z->B->R->O->D->S->W->T->G->J->M->A->Q->P->N->L->F->V->K->I->Y->U->C->H,V2H
0,191,6924,E->X->Z->B->R->O->D->S->W->T->G->J->M->A->Q->P->N->L->F->V->K->I->Y->U->C->H,V2H
0,191,6924,E->X->Z->B->R->O->D->S->W->T->G->J->M->A->Q->P->N->L->F->V->K->I->Y->U->C->H,V2H
0,191,6924,E->X->Z->B->R->O->D->S->W->T->G->J->M->A->Q->P->N->L->F->V->K->I->Y->U->C->H,V2H
0,191,6924,E->X->Z->B->R->O->D->S->W->T->G->J->M->A->Q->P->N->L->F->V->K->I->Y->U->C->H,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,227,7248,Q->K->P->E->C->O->U->T->X->J->H->M->Z->L->F->V->R->I->A->D->G->W->S->Y->B->N,V2H
0,195,7266,S->G->Z->T->Y->H->O->E->Q->L->C->X->J->I->R->D->M->W->A->F->U->K->B->N->V->P,V2H
0,195,7266,S->G->Z->T->Y->H->O->E->Q->L->C->X->J->I->R->D->M->W->A->F->U->K->B->N->V->P,V2H
0,195,7266,S->G->Z->T->Y->H->O->E->Q->L->C->X->J->I->R->D->M->W->A->F->U->K->B->N->V->P,V2H
0,195,7266,S->G->Z->T->Y->H->O->E->Q->L->C->X->J->I->R->D->M->W->A->F->U->K->B->N->V->P,V2H
0,189,7072,J->L->W->M->I->H->D->N->U->Z->A->T->O->G->X->S->Y->R->P->C->F->B->K->V->Q->E,ZgZg
0,189,7072,J->L->W->M->I->H->D->N->U->Z->A->T->O->G->X->S->Y->R->P->C->F->B->K->V->Q->E,ZgZg
0,189,7072,J->L->W->M->I->H->D->N->U->Z->A->T->O->G->X->S->Y->R->P->C->F->B->K->V->Q->E,ZgZg
0,189,7072,J->L->W->M->I->H->D->N->U->Z->A->T->O->G->X->S->Y->R->P->C->F->B->K->V->Q->E,ZgZg
0,201,6950,E->O->S->L->B->P->U->F->N->C->X->I->H->V->K->A->R->Y->Q->W->Z->G->T->D->M->J,V2H
0,201,6950,E->O->S->L->B->P->U->F->N->C->X->I->H->V->K->A->R->Y->Q->W->Z->G->T->D->M->J,V2H
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
0,177,6516,T->M->L->E->J->A->P->W->Y->B->C->D->F->U->Q->K->V->R->N->I->Z->S->H->G->X->O,H2V
